incident_type,incident_date,incident_location,incident_description,offender_info,user_reaction,evidence
중고거래 사기,2024-02-16,Phillipsborough,가짜 송장번호를 주고 물품을 보내지 않았습니다.,James Whitaker / 854.777.2522x8728,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-04-05,New Arthurland,판매자가 갑자기 연락이 두절되었습니다.,Mary Duran / (231)203-8750x99770,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2022-11-29,Smithhaven,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Kimberly Mitchell / 621.182.3398x45461,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-09-09,Stevensbury,물품이 설명과 다르거나 상태가 좋지 않습니다.,Courtney Sutton DVM / +1-016-668-7002x1765,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-02-06,New Samanthabury,물품이 설명과 다르거나 상태가 좋지 않습니다.,Sean Clay / 401.489.0250x3926,포기하고 다른 사람과 거래를 시도했습니다.,증거가 없습니다.
중고거래 사기,2024-11-14,West Franciscobury,판매자가 갑자기 연락이 두절되었습니다.,Sarah Rhodes / +1-562-185-0163,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-09-05,West Cassiefurt,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Erin Walters / 735.866.2961x943,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-05-30,North Josephfurt,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Madison Singh / 511-047-5412x12678,경찰서에 방문하여 상담을 받았습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-01-28,Garcialand,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Brandon George / 604-661-8398x26224,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-07-15,Trevorland,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Donald Evans / 543-799-3712,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-07-18,South Martinfurt,판매자가 갑자기 연락이 두절되었습니다.,Erin Cook / +1-924-593-7526x5479,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-07-23,West Nicholas,판매자가 갑자기 연락이 두절되었습니다.,Jenna Wilson / 001-398-280-7374,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-08-30,Port Melaniechester,지불 후 판매자가 더 많은 돈을 요구했습니다.,Brenda Turner / 266-179-7968x868,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2022-12-22,Jacquelineside,판매자가 갑자기 연락이 두절되었습니다.,Suzanne Rodriguez / 529.096.5610,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-02-08,Jeffreyhaven,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Melissa Walker / (679)825-0714x611,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2024-08-30,West Larry,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Daniel Webb / 177.514.0105x1238,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2023-04-08,West Anita,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Crystal Sullivan / (266)093-7966,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2022-11-27,East Joshua,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Rebecca Ray / +1-255-371-4785,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2024-03-01,Carrshire,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Harold Ellis / (499)125-1341,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-04-15,Heatherhaven,판매자가 갑자기 연락이 두절되었습니다.,Kyle Andrews / (278)282-7422x57905,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2022-12-01,Taylorfurt,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Kathy Simpson / +1-767-721-9034x04384,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-04-03,Cunninghamfort,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Ashley Wilson / 001-858-078-3613x40745,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-09-23,South Michelleville,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Cynthia Cochran / 001-596-292-3309,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-08-23,Candiceburgh,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Michael Roberts / 812-604-2232x536,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2023-12-09,New Cynthia,지불 후 판매자가 더 많은 돈을 요구했습니다.,Jaime Jones / 001-168-457-7590x17518,판매자를 계속 추궁했으나 결과가 없었습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-09-28,South Mallory,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Frank Campbell MD / (975)001-7012,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-11-01,Smithchester,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Michael Anderson / +1-424-154-1520x6436,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-04-16,Lake Codyborough,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Casey Perez / +1-700-516-2713x61115,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-09-05,Derrickberg,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Megan Jones / 001-092-753-2697,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-09-21,North Peggy,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Bryce Blair / (652)341-3899x940,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-09-12,Jamiehaven,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,James Lucas / 761.379.1805,신고를 결심했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-11-18,Davidshire,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Joshua Thompson / 109.104.3006x8486,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-10-19,Millerside,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Brittany Miller / 832-856-9146,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-06-12,North John,물품이 설명과 다르거나 상태가 좋지 않습니다.,Audrey Salazar / 4210202758,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-12-30,Garyberg,판매자가 갑자기 연락이 두절되었습니다.,Shelley Quinn / 056-481-4917,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-11-12,Brianshire,물품이 설명과 다르거나 상태가 좋지 않습니다.,Christopher Ayala / 001-138-000-3075,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-09-17,East Sarah,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Kristen Sloan / 001-635-365-4195x1802,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-05-16,South Caseymouth,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Patricia Collins / 870-534-9493,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-11-19,Brittanyfort,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Dr. Morgan Payne PhD / (060)385-0506,신고를 결심했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-09-13,Daltonhaven,물품이 설명과 다르거나 상태가 좋지 않습니다.,Mrs. Tonya Kaufman / (410)386-5719,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-02-06,Lake Lori,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Keith Graham / (344)565-5743,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-01-21,East Kimberly,판매자가 갑자기 연락이 두절되었습니다.,Brittney Martin / 561.853.7474x112,구매 후기 사이트에 해당 내용을 올렸습니다.,증거가 없습니다.
중고거래 사기,2024-08-12,Margaretton,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Scott Hernandez / 001-356-804-4206x788,신고를 결심했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-06-06,South Curtisberg,물품이 설명과 다르거나 상태가 좋지 않습니다.,Antonio Norman / 236.519.9410,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-01-13,Lake Scott,지불 후 판매자가 더 많은 돈을 요구했습니다.,Taylor Calderon / 107-029-6670x66253,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-10-29,West Joshua,물품이 설명과 다르거나 상태가 좋지 않습니다.,Amanda Harvey / 476.870.1462,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-10-15,Lake Nicole,판매자가 갑자기 연락이 두절되었습니다.,Lydia Pham / 6578759856,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-06-22,North Luis,물품이 설명과 다르거나 상태가 좋지 않습니다.,Steven Osborne / 7859321334,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2024-01-12,Port Wendybury,물품이 설명과 다르거나 상태가 좋지 않습니다.,Vickie Price / (239)559-0599,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-03-14,Port Vanessa,판매자가 갑자기 연락이 두절되었습니다.,Katherine Parker / 010.393.0870x5932,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-08-15,Port Megan,판매자가 갑자기 연락이 두절되었습니다.,Alex Willis / (185)156-9154,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-08-01,East Jessica,지불 후 판매자가 더 많은 돈을 요구했습니다.,Mark Freeman / 289-539-2644x22096,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-09-14,East Carriebury,판매자가 갑자기 연락이 두절되었습니다.,Ashley Crawford / 135-521-5704x33154,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-07-27,Lake Aaronfurt,판매자가 갑자기 연락이 두절되었습니다.,Jason Jackson / (765)861-7932x71040,신고를 결심했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-07-29,Stephanieland,판매자가 갑자기 연락이 두절되었습니다.,Stephen Martin / 815-997-0629,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-10-15,Mooreville,가짜 송장번호를 주고 물품을 보내지 않았습니다.,William Ortiz / +1-844-431-0698,구매 후기 사이트에 해당 내용을 올렸습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-09-06,Hernandezstad,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Brandon Colon / +1-973-103-2417x1467,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-12-08,Christopherside,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Jacob James / (704)774-3490,경찰서에 방문하여 상담을 받았습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-03-21,North Elizabethside,지불 후 판매자가 더 많은 돈을 요구했습니다.,Peter Perez / 6868793741,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-09-26,New Ashleyhaven,판매자가 갑자기 연락이 두절되었습니다.,Megan Oliver / 722-332-0616,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,증거가 없습니다.
중고거래 사기,2023-04-29,Port Brooke,지불 후 판매자가 더 많은 돈을 요구했습니다.,Nicholas Aguirre / 686-854-8709,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-02-23,Rodriguezberg,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Kevin Chang / 191-485-6467,포기하고 다른 사람과 거래를 시도했습니다.,증거가 없습니다.
중고거래 사기,2024-02-11,Johnsonview,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Luke Becker / (065)307-4505x4447,포기하고 다른 사람과 거래를 시도했습니다.,증거가 없습니다.
중고거래 사기,2024-09-20,Port Jeremyport,물품이 설명과 다르거나 상태가 좋지 않습니다.,Jessica Petersen / 691-373-6785x082,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-01-13,Jennafurt,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Samuel Suarez / 2330307053,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-06-24,Madisonhaven,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Thomas Maldonado / 579.727.9855,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2023-03-31,Kaitlynland,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,James Martin / 001-333-346-8007,포기하고 다른 사람과 거래를 시도했습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2024-10-31,Lake Glen,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Courtney Franklin / 466-574-3748x9691,판매자를 계속 추궁했으나 결과가 없었습니다.,증거가 없습니다.
중고거래 사기,2022-11-29,Annaport,지불 후 판매자가 더 많은 돈을 요구했습니다.,Brian Brown / 544-432-8309x652,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-06-06,Lake Tylerport,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Jason Price / 9935387584,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-09-10,Port Diane,물품이 설명과 다르거나 상태가 좋지 않습니다.,Elizabeth Ruiz / 001-482-513-5346x5549,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-07-10,Yorkfort,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Mark Carpenter / +1-173-816-8460x223,구매 후기 사이트에 해당 내용을 올렸습니다.,증거가 없습니다.
중고거래 사기,2023-08-17,Benitezmouth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Scott White / 752-500-7432,신고를 결심했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-02-14,South Kristen,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Beverly Hamilton / (667)600-8350x58300,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-03-24,East Heather,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Carl Reyes / 001-421-044-7898,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-08-13,Barronberg,판매자가 갑자기 연락이 두절되었습니다.,Steven Howard / 260.332.3098,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-04-04,West Jenniferton,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Martin Wise / +1-090-100-1676x184,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2023-11-27,East Heather,판매자가 갑자기 연락이 두절되었습니다.,Elizabeth Stanley / +1-849-926-1891x41173,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-03-11,Port Jose,지불 후 판매자가 더 많은 돈을 요구했습니다.,Christina Warner / 208-737-5300x1197,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-03-19,Port Williamville,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Maria Bryant / 470-120-4556x1100,구매 후기 사이트에 해당 내용을 올렸습니다.,증거가 없습니다.
중고거래 사기,2024-09-15,Lake Deborah,물품이 설명과 다르거나 상태가 좋지 않습니다.,Steven Friedman / 155-216-6746x762,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-02-19,Lake Jessica,판매자가 갑자기 연락이 두절되었습니다.,Dr. Ashley Pruitt / 972.965.9027x7167,경찰서에 방문하여 상담을 받았습니다.,증거가 없습니다.
중고거래 사기,2022-12-29,West Dianatown,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Megan Saunders / 001-935-889-1637,경찰서에 방문하여 상담을 받았습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-08-19,Hernandezside,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Lisa Smith / (877)217-5354,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-01-02,New Dawn,판매자가 갑자기 연락이 두절되었습니다.,David Stevens / 001-717-751-7016,신고를 결심했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-10-10,New Andrealand,물품이 설명과 다르거나 상태가 좋지 않습니다.,Tracey Walsh / 837.550.3758x99757,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-02-20,Port Donnatown,물품이 설명과 다르거나 상태가 좋지 않습니다.,Ronald Brandt / 885-102-7261x4933,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-02-25,Lewisborough,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Ashley Perry / +1-917-798-2708x0869,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-12-04,Lake Beth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Betty Hughes / +1-958-669-3465x472,경찰서에 방문하여 상담을 받았습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-03-11,Morrisonhaven,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Michael Valencia / 001-833-394-5228x851,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-07-06,Annashire,지불 후 판매자가 더 많은 돈을 요구했습니다.,Mary Butler / 001-846-081-0620x0342,구매 후기 사이트에 해당 내용을 올렸습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-07-04,Dwayneton,물품이 설명과 다르거나 상태가 좋지 않습니다.,Elizabeth Molina / 5719838638,포기하고 다른 사람과 거래를 시도했습니다.,증거가 없습니다.
중고거래 사기,2024-07-25,Heatherton,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Jasmine Frye / +1-580-043-9735x98933,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-07-10,Thompsonland,물품이 설명과 다르거나 상태가 좋지 않습니다.,Christopher Palmer / (064)842-2940x5720,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-03-23,Candiceport,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Kenneth Howard DDS / 832-818-2688x61533,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-04-22,Markport,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Paul Moreno / +1-015-739-9305,신고를 결심했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-09-16,South Jonathanport,지불 후 판매자가 더 많은 돈을 요구했습니다.,Jose Townsend / 877.043.5811x28801,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-05-06,Port Gina,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Christine Poole / 001-612-075-0110x2481,경찰서에 방문하여 상담을 받았습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-02-13,West Rickey,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Jared Stewart / (180)919-0158x1449,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-01-30,Kathymouth,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Rodney Johnson / (832)684-2450,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-01-27,North Bobby,지불 후 판매자가 더 많은 돈을 요구했습니다.,Jennifer Kelley / 435-368-2223,경찰서에 방문하여 상담을 받았습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-03-17,Jamesburgh,물품이 설명과 다르거나 상태가 좋지 않습니다.,Latoya Brown / 001-878-141-4139x75523,포기하고 다른 사람과 거래를 시도했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-02-09,Christineborough,지불 후 판매자가 더 많은 돈을 요구했습니다.,Jerry Jensen / 929-955-6205x3364,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2024-09-06,Dennismouth,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Julie Howard / 781-291-4283x4110,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-09-13,Port Bonniefurt,지불 후 판매자가 더 많은 돈을 요구했습니다.,Christy Johnson / 887-256-3942x788,포기하고 다른 사람과 거래를 시도했습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-02-02,Coxtown,판매자가 갑자기 연락이 두절되었습니다.,Sarah Drake / +1-282-722-9927x503,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-07-07,Hallview,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Andrew Clark / (677)005-1844x989,판매자를 계속 추궁했으나 결과가 없었습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-04-08,Valdezstad,판매자가 갑자기 연락이 두절되었습니다.,Stephanie Miller / 638-655-7790x827,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-04-01,North Xavier,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Chris Moore / +1-136-517-7739x260,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,거래 내용이 포함된 문자 메시지 대화 기록이 있습니다.
중고거래 사기,2023-06-01,East Ashleyburgh,물품이 설명과 다르거나 상태가 좋지 않습니다.,Jose Macdonald / (024)286-9904,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-01-29,South Catherine,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,John Robinson / (929)298-4257x99136,신고를 결심했습니다.,증거가 없습니다.
중고거래 사기,2023-09-19,North Allen,물품이 설명과 다르거나 상태가 좋지 않습니다.,Susan Cohen / (912)799-0881,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-02-04,Hopkinsside,지불 후 판매자가 더 많은 돈을 요구했습니다.,Stephanie Hampton / +1-686-508-6376x5991,판매자를 계속 추궁했으나 결과가 없었습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2023-10-20,West Thomas,지불 후 판매자가 더 많은 돈을 요구했습니다.,Scott Campbell / +1-643-009-8180,구매 후기 사이트에 해당 내용을 올렸습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2023-09-11,Lake Linda,물품이 설명과 다르거나 상태가 좋지 않습니다.,Brian Simmons / 001-448-695-9463,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-10-10,Whiteside,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Dawn Parker / (621)372-1386x589,포기하고 다른 사람과 거래를 시도했습니다.,송금 내역 스크린샷이 있습니다.
중고거래 사기,2024-05-18,East Paultown,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Samantha Ruiz / +1-611-435-1906x698,구매 후기 사이트에 해당 내용을 올렸습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-07-04,Port Lorifort,거래 대금을 지불했지만 물품이 배송되지 않았습니다.,Dakota Sandoval / 430.988.3920x53021,판매자를 계속 추궁했으나 결과가 없었습니다.,물품 거래 내역을 캡처한 화면이 있습니다.
중고거래 사기,2023-06-26,Gomezfurt,지불 후 판매자가 더 많은 돈을 요구했습니다.,Curtis Smith / 001-118-489-5543x937,구매 후기 사이트에 해당 내용을 올렸습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-11-15,Andrewsview,계좌로 송금했지만 판매자가 입금 사실을 부인합니다.,Jonathan Hansen / 451.848.9476x97357,포기하고 다른 사람과 거래를 시도했습니다.,운송장 번호와 대화 기록이 있습니다.
중고거래 사기,2024-05-06,Mosleytown,가짜 송장번호를 주고 물품을 보내지 않았습니다.,Mr. James Kramer / 356.588.0434,신고를 결심했습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2023-02-04,Nunezmouth,물품이 설명과 다르거나 상태가 좋지 않습니다.,Timothy Woods / (394)237-3334x333,판매자를 계속 추궁했으나 결과가 없었습니다.,상대방의 전화번호와 계좌번호가 있습니다.
중고거래 사기,2024-09-02,Port Christine,지불 후 판매자가 더 많은 돈을 요구했습니다.,Brian Mora / +1-790-807-5957x94728,상대방에게 여러 번 연락을 시도했지만 응답이 없습니다.,상대방의 전화번호와 계좌번호가 있습니다.
